"","species","mean_temp","se_temp","within_sp_var_temp","mean_prec","se_prec","within_sp_var_prec","mean_pet","se_pet","within_sp_var_pet","mean_aridity","se_aridity","within_sp_var_aridity","Fruit_type"
"152","Leucopogon_esquamatus",5.661899,0.002779,1.3e-05,6.912668,0.063883,0.013279,7.240805,0.035441,0.003064,8.893189,0.082081,0.011983,"Fleshy"
"153","Leucopogon_glaucifolius",5.671505,0.002853,5e-05,6.119714,0.117293,0.049796,7.578011,0.081347,0.010724,7.711619,0.163139,0.041941,"Fleshy"
"154","Leucopogon_hispidus",5.683296,0.000794,6.6e-05,5.867098,0.047211,0.066394,7.766534,0.004895,0.014298,7.361686,0.030923,0.055921,"Fleshy"
"155","Leucopogon_juniperinus",5.669447,0.001834,7e-06,6.919858,0.046097,0.006868,7.352783,0.020973,0.001479,8.821155,0.040483,0.005785,"Fleshy"
"156","Leucopogon_leptanthus",5.679546,0.000973,6.6e-05,6.169382,0.061521,0.066394,7.736816,0.008547,0.014298,7.67507,0.058806,0.055921,"Fleshy"
"157","Leucopogon_leptospermoides",5.683268,0.00195,1e-05,7.060354,0.069637,0.010483,7.484712,0.022858,0.002383,8.806601,0.07016,0.00932,"Fleshy"
"158","Leucopogon_margarodes",5.682187,0.001472,2.8e-05,7.3705,0.031819,0.028455,7.446893,0.019117,0.006128,9.096249,0.043224,0.023966,"Fleshy"
"159","Leucopogon_microphyllus",5.662226,0.002468,1.4e-05,6.877506,0.073291,0.014227,7.299418,0.028393,0.0033,8.796353,0.079945,0.012905,"Fleshy"
"160","Leucopogon_muticus",5.669331,0.001688,5e-06,6.643559,0.032299,0.005383,7.436899,0.020195,0.001159,8.420302,0.045485,0.004534,"Fleshy"
"161","Leucopogon_nutans",5.670912,0.002239,9.9e-05,6.907935,0.116714,0.099591,7.586522,0.032711,0.021447,8.52769,0.138785,0.083882,"Fleshy"
"162","Leucopogon_obtectus",5.678744,0.002356,6.6e-05,6.071904,0.159124,0.066394,7.717421,0.015085,0.014298,7.555167,0.143442,0.055921,"Fleshy"
"163","Leucopogon_pendulus",5.666336,0.00106,2.5e-05,6.63377,0.122049,0.024898,7.422871,0.024864,0.005362,8.383843,0.115886,0.02097,"Fleshy"
"164","Leucopogon_plumuliflorus",5.678294,NA,0.000198,6.364751,NA,0.199182,7.705262,NA,0.042895,7.835975,NA,0.167764,"Fleshy"
"165","Leucopogon_pogonocalyx",5.664868,NA,0.000198,6.111467,NA,0.199182,7.433667,NA,0.042895,7.889459,NA,0.167764,"Fleshy"
"166","Leucopogon_pubescens",5.667368,0.006185,6.6e-05,6.315865,0.056211,0.066394,7.545747,0.12348,0.014298,7.904143,0.148953,0.055921,"Fleshy"
"167","Leucopogon_racemulosus",5.670542,0.001615,1.8e-05,6.733659,0.091391,0.018107,7.50614,0.044725,0.0039,8.391013,0.113297,0.015251,"Fleshy"
"168","Leucopogon_rotundifolius",5.669364,NA,0.000198,6.267201,NA,0.199182,7.501082,NA,0.042895,7.837554,NA,0.167764,"Fleshy"
"169","Leucopogon_ruscifolius",5.697243,0.00163,1.3e-05,7.300978,0.058943,0.013279,7.605582,0.020732,0.00286,8.838506,0.070893,0.011184,"Fleshy"
"170","Leucopogon_setiger",5.65885,0.003842,5e-05,6.779067,0.109654,0.049796,7.270332,0.055838,0.010724,8.769859,0.15492,0.041941,"Fleshy"
"171","Leucopogon_strictus",5.669708,NA,0.000198,7.01661,NA,0.199182,7.550661,NA,0.042895,8.698181,NA,0.167764,"Fleshy"
"172","Leucopogon_virgatus",5.662286,0.000934,3e-06,6.649624,0.038387,0.002554,7.307846,0.017615,0.000572,8.583781,0.049187,0.002237,"Fleshy"
"173","Leucothoe_davisiae",5.642348,0.00351,2e-05,7.235649,0.118629,0.019918,7.266894,0.047166,0.004289,9.192294,0.116042,0.016776,"Dry"
"174","Leucothoe_keiskei",5.658846,0.00468,4e-05,7.658492,0.128881,0.039836,7.083416,0.048006,0.008579,9.712347,0.071964,0.033553,"Dry"
"175","Lissanthe_brevistyla",5.688161,NA,0.000198,6.817831,NA,0.199182,7.597396,NA,0.042895,8.33639,NA,0.167764,"Fleshy"
"176","Lissanthe_sapida",5.667291,NA,0.000198,6.925595,NA,0.199182,7.334329,NA,0.042895,8.814628,NA,0.167764,"Fleshy"
"177","Lyonia_ferruginea",5.683308,0.001177,1e-05,7.21496,0.017493,0.010483,7.420592,0.010615,0.002258,8.987816,0.027549,0.00883,"Dry"
"178","Lyonia_ligustrina",5.648814,0.001029,4e-06,7.000784,0.016529,0.003984,7.03383,0.015081,0.000875,9.190925,0.020122,0.003424,"Dry"
"179","Lyonia_lucida",5.677436,0.001012,4e-06,7.193552,0.015071,0.003906,7.366804,0.009884,0.000841,9.050111,0.018857,0.003289,"Dry"
"180","Lysinema_ciliatum",5.671953,0.000779,5e-06,6.175827,0.066572,0.00498,7.591641,0.020502,0.001159,7.714658,0.079792,0.004534,"Dry"
"181","Macleania_cordifolia",5.674868,NA,0.000198,7.358194,NA,0.199182,7.111512,NA,0.042895,9.677904,NA,0.167764,"Fleshy"
"182","Macleania_insignis",5.681717,0.00223,9e-06,7.634502,0.080067,0.009054,7.403096,0.016727,0.00195,9.381204,0.076759,0.007626,"Fleshy"
"183","Macleania_rupestris",5.656504,0.002349,4e-06,7.32471,0.071479,0.004065,7.079783,0.023225,0.000875,9.336891,0.073265,0.003424,"Fleshy"
"184","Melichrus_procumbens",5.671977,0.002623,1.4e-05,6.873631,0.077967,0.014227,7.39826,0.030904,0.003064,8.718665,0.08372,0.011983,"Fleshy"
"185","Melichrus_urceolatus",5.672281,0.001264,3e-06,6.563271,0.029405,0.002656,7.49008,0.016867,0.00058,8.285743,0.039468,0.002267,"Fleshy"
"186","Moneses_uniflora",5.620131,0.000523,0,6.487902,0.018563,0.000237,6.609314,0.00835,5.2e-05,9.126283,0.019273,0.000204,"Dry"
"187","Monotoca_aristata",5.666946,NA,0.000198,6.36647,NA,0.199182,7.420579,NA,0.042895,8.079308,NA,0.167764,"Fleshy"
"188","Monotoca_ledifolia",5.668328,NA,0.000198,7.044905,NA,0.199182,7.309881,NA,0.042895,8.998384,NA,0.167764,"Fleshy"
"189","Monotoca_rotundifolia",5.642194,0.002868,6.6e-05,6.74238,0.154243,0.066394,7.076724,0.027711,0.014298,9.001691,0.138136,0.055921,"Fleshy"
"190","Monotoca_scoparia",5.664733,0.001563,3e-06,6.855024,0.035677,0.002729,7.318917,0.021482,0.000622,8.737913,0.045842,0.002431,"Fleshy"
"191","Notopora_schomburgkii",5.682729,0.00403,2.8e-05,7.828274,0.100336,0.028455,7.354504,0.018566,0.006128,9.549346,0.025515,0.023966,"Fleshy"
"192","Oreanthes_glanduliferus",5.670398,NA,0.000198,6.959399,NA,0.199182,7.088409,NA,0.042895,8.815964,NA,0.167764,"Fleshy"
"193","Orthaea_venamensis",5.675897,NA,0.000198,8.15191,NA,0.199182,7.285507,NA,0.042895,9.655475,NA,0.167764,"Fleshy"
"194","Pentachondra_involucrata",5.6452,0.002745,2.5e-05,7.100675,0.118627,0.024898,6.95113,0.027351,0.005362,9.378082,0.137771,0.02097,"Fleshy"
"195","Pentachondra_pumila",5.641021,0.003413,1.2e-05,7.177793,0.119316,0.012449,6.938492,0.057488,0.002681,9.539571,0.160475,0.010485,"Fleshy"
"196","Phyllodoce_aleutica",5.631038,0.004524,1.2e-05,7.472382,0.077788,0.011717,6.490266,0.112208,0.002681,10.163308,0.132573,0.010485,"Dry"
"197","Phyllodoce_nipponica",5.635405,0.011187,5e-05,7.428331,0.116552,0.049796,6.474394,0.146662,0.014298,10.334879,0.216419,0.055921,"Dry"
"198","Pieris_floribunda",5.649042,0.002755,2.2e-05,7.121871,0.088343,0.022131,7.071351,0.031595,0.004766,9.297521,0.083741,0.01864,"Dry"
"199","Pieris_formosa",5.665456,0.001465,2e-06,6.974744,0.045166,0.002371,7.074264,0.00987,0.000511,9.235799,0.032442,0.001997,"Dry"
"200","Pieris_japonica",5.665846,0.001439,4e-06,7.334811,0.055863,0.003689,7.093014,0.016214,0.000809,9.513203,0.047915,0.003165,"Dry"
"201","Plutarchia_ecuadorensis",5.64945,0.0059,5e-05,7.05079,0.09878,0.049796,6.861013,0.048866,0.010724,9.179051,0.206257,0.041941,"Fleshy"
"202","Polyclita_turbinata",5.657113,0.010071,6.6e-05,7.461125,0.244021,0.066394,7.346384,0.026411,0.014298,8.770608,0.200973,0.055921,"Fleshy"
"203","Prionotes_cerinthoides",5.646674,0.001517,2.2e-05,7.419953,0.138717,0.022131,6.926376,0.024074,0.004766,9.776483,0.15296,0.01864,"Dry"
"204","Psammisia_sclerantha",5.675078,0.003773,1.8e-05,7.786446,0.153058,0.018107,7.059246,0.020777,0.0039,9.846481,0.142555,0.015251,"Fleshy"
"205","Psammisia_ulbrichiana",5.676003,0.002034,6e-06,7.547581,0.077995,0.005691,7.174715,0.016868,0.001226,9.571505,0.07705,0.004793,"Fleshy"
"206","Pyrola_elliptica",5.632516,0.000637,1e-06,6.789282,0.017083,0.000881,6.825404,0.01033,0.000191,9.194418,0.021465,0.000749,"Dry"
"207","Pyrola_grandiflora",5.588072,0.000988,1e-06,5.833312,0.032492,0.000615,6.229524,0.016833,0.000142,8.858067,0.028925,0.000554,"Dry"
"208","Pyrola_minor",5.626362,0.000558,1e-06,6.550364,0.019206,0.000503,6.508153,0.010313,0.00011,9.27259,0.020003,0.00043,"Dry"
"209","Pyrola_picta",5.637737,0.001101,2e-06,6.636816,0.067228,0.002032,7.097325,0.027553,0.000442,8.870404,0.076472,0.00173,"Dry"
"210","Pyrola_rotundifolia",5.626439,0.000649,1e-06,6.458757,0.016045,0.000636,6.558448,0.01061,0.000139,9.121991,0.017127,0.000545,"Dry"
"211","Rhododendron_albiflorum",5.622532,0.001957,3e-06,6.783898,0.084333,0.003265,6.802543,0.016327,0.000703,9.31994,0.084134,0.00275,"Dry"
"212","Rhododendron_anthosphaerum",5.649996,0.005415,1.8e-05,6.742752,0.161028,0.018107,7.003969,0.067737,0.0039,9.040881,0.092935,0.015251,"Dry"
"213","Rhododendron_arboreum",5.654321,0.004877,8e-06,7.241462,0.100902,0.008299,7.177497,0.048782,0.001787,9.113232,0.11486,0.00699,"Dry"
"214","Rhododendron_arizelum",5.624538,0.006495,9.9e-05,7.327106,0.245397,0.099591,6.71443,0.043664,0.021447,9.151179,0.047088,0.083882,"Dry"
"215","Rhododendron_auriculatum",5.667331,0.000974,2.5e-05,6.797519,0.047244,0.024898,7.023669,0.0177,0.005362,9.325196,0.06136,0.02097,"Dry"
"216","Rhododendron_beesianum",5.63947,0.004121,1.5e-05,6.580741,0.152549,0.015322,6.946787,0.064413,0.0033,9.000319,0.068012,0.012905,"Dry"
"217","Rhododendron_calophytum",5.644001,0.007744,3.3e-05,6.858095,0.178488,0.033197,6.79514,0.110947,0.007149,9.291456,0.085546,0.027961,"Dry"
"218","Rhododendron_canadense",5.634775,0.001507,1.4e-05,7.044487,0.040037,0.014227,6.848196,0.025549,0.003064,9.43751,0.029104,0.011983,"Dry"
"219","Rhododendron_catawbiense",5.654305,0.001529,8e-06,7.130423,0.042764,0.007967,7.137149,0.017838,0.001716,9.203577,0.043442,0.006711,"Dry"
"220","Rhododendron_cerasinum",5.629759,0.011425,5e-05,6.867011,0.25452,0.049796,6.812681,0.097818,0.010724,9.170082,0.150857,0.041941,"Dry"
"221","Rhododendron_championiae",5.680228,0.001275,1.5e-05,7.245117,0.03844,0.015322,7.155812,0.008974,0.0033,9.421891,0.015279,0.012905,"Dry"
"222","Rhododendron_edgeworthii",5.652595,0.003637,1.3e-05,6.754056,0.143879,0.013279,7.057136,0.042899,0.00286,9.079054,0.063242,0.011184,"Dry"
"223","Rhododendron_farrerae",5.679922,0.001516,7e-06,7.340272,0.043364,0.007114,7.15248,0.016064,0.001532,9.440485,0.036537,0.005992,"Dry"
"224","Rhododendron_ferrugineum",5.632614,0.00322,6e-06,6.905738,0.063291,0.006036,6.828195,0.041007,0.0013,9.328173,0.105911,0.005084,"Dry"
"225","Rhododendron_floccigerum",5.640854,0.003469,4e-05,6.749778,0.270501,0.039836,7.004976,0.044475,0.008579,8.92119,0.102379,0.033553,"Dry"
"226","Rhododendron_forrestii",5.631925,0.007956,6.6e-05,7.259098,0.747022,0.066394,6.818178,0.124926,0.014298,9.341033,0.102295,0.055921,"Dry"
"227","Rhododendron_fortunei",5.671108,0.001223,4e-06,7.12257,0.045554,0.004065,7.10035,0.01235,0.000875,9.314419,0.031254,0.003424,"Dry"
"228","Rhododendron_fulvum",5.655576,0.005486,2e-05,6.666705,0.11891,0.019918,7.103716,0.047099,0.004289,9.070141,0.083385,0.016776,"Dry"
"229","Rhododendron_glischrum",5.639066,0.000889,9.9e-05,7.272921,0.138031,0.099591,6.902744,0.031653,0.021447,9.128437,0.141115,0.083882,"Dry"
"230","Rhododendron_henryi",5.68365,0.001159,1.3e-05,7.294164,0.033815,0.013279,7.202032,0.009844,0.00286,9.406562,0.029694,0.011184,"Dry"
"231","Rhododendron_hippophaeoides",5.64227,0.006617,3.3e-05,6.726112,0.172014,0.033197,7.015855,0.071715,0.007149,8.829892,0.045494,0.027961,"Dry"
"232","Rhododendron_hirsutum",5.627948,0.002991,1.4e-05,7.238436,0.086089,0.014227,6.71889,0.023012,0.003064,9.613007,0.0748,0.011983,"Dry"
"233","Rhododendron_impeditum",5.64511,0.004526,2.2e-05,6.345264,0.102657,0.022131,7.062725,0.036133,0.004766,8.83581,0.051201,0.01864,"Dry"
"234","Rhododendron_indicum",5.671002,0.002048,6e-06,7.386637,0.0691,0.006425,7.200912,0.030296,0.001384,9.442089,0.079609,0.005412,"Dry"
"235","Rhododendron_keleticum",5.633181,NA,0.000198,7.669028,NA,0.199182,6.788972,NA,0.042895,9.21044,NA,0.167764,"Dry"
"236","Rhododendron_lapponicum",5.586728,0.000847,1e-06,5.893724,0.030859,0.000615,6.221713,0.013441,0.000139,8.91828,0.02887,0.000543,"Dry"
"237","Rhododendron_lepidotum",5.610845,0.010013,4e-05,6.833542,0.386704,0.039836,6.747121,0.200398,0.008579,8.720485,0.272573,0.033553,"Dry"
"238","Rhododendron_leptothrium",5.652015,0.004007,2.8e-05,6.975304,0.170986,0.028455,7.053676,0.041935,0.006128,9.135249,0.098314,0.023966,"Dry"
"239","Rhododendron_lukiangense",5.648497,0.003109,4e-05,6.892176,0.267122,0.039836,7.015381,0.053219,0.008579,9.132742,0.097782,0.033553,"Dry"
"240","Rhododendron_mariesii",5.672259,0.001056,2e-06,7.141288,0.035364,0.002189,7.112059,0.009253,0.000471,9.312077,0.029735,0.001844,"Dry"
"241","Rhododendron_maximum",5.648535,0.001057,4e-06,6.962256,0.021925,0.003906,7.026755,0.015304,0.000841,9.209313,0.018766,0.003289,"Dry"
"242","Rhododendron_monanthum",5.625359,0.01424,9.9e-05,7.178731,0.093667,0.099591,6.634895,0.22472,0.021447,9.302626,0.078975,0.083882,"Dry"
"243","Rhododendron_moulmainense",5.675582,0.001136,3e-06,7.194803,0.040565,0.003064,7.140666,0.012388,0.00066,9.351556,0.022242,0.002581,"Dry"
"244","Rhododendron_mucronulatum",5.642705,0.002122,6e-06,7.026939,0.066107,0.005533,6.931898,0.019944,0.001226,9.244921,0.051094,0.004793,"Dry"
"245","Rhododendron_oldhamii",5.671431,NA,0.000198,8.202756,NA,0.199182,7.032624,NA,0.042895,10.167082,NA,0.167764,"Dry"
"246","Rhododendron_ovatum",5.674732,0.000916,3e-06,7.259841,0.031271,0.002656,7.114956,0.01063,0.000572,9.402657,0.024877,0.002237,"Dry"
"247","Rhododendron_racemosum",5.653032,0.002675,7e-06,6.547196,0.082547,0.007114,7.080043,0.023508,0.001532,8.948735,0.048604,0.005992,"Dry"
"248","Rhododendron_roxieanum",5.640282,0.005603,1.8e-05,6.691941,0.070422,0.018107,6.900581,0.08601,0.0039,8.976385,0.06972,0.015251,"Dry"
"249","Rhododendron_rubiginosum",5.650932,0.003502,8e-06,6.632961,0.078204,0.007661,7.020295,0.048209,0.00165,9.033163,0.060084,0.006452,"Dry"
"250","Rhododendron_sinogrande",5.646198,0.005558,4e-05,7.001744,0.18201,0.039836,6.991554,0.073644,0.008579,9.204696,0.078578,0.033553,"Dry"
"251","Rhododendron_tapetiforme",5.622678,0.01229,9.9e-05,6.650272,0.227024,0.099591,6.720155,0.257126,0.021447,8.987507,0.27048,0.083882,"Dry"
"252","Rhododendron_telmateium",5.640375,0.003051,2e-05,6.310923,0.140842,0.019918,7.043964,0.042509,0.004289,8.797465,0.054668,0.016776,"Dry"
"253","Rhododendron_thomsonii",5.624078,0.006892,3.3e-05,6.45013,0.303708,0.033197,6.962485,0.077779,0.007149,8.735891,0.232633,0.027961,"Dry"
"254","Rhododendron_tomentosum",5.62426,0.000907,2e-06,6.339612,0.018262,0.001544,6.444903,0.015109,0.000343,9.141458,0.014169,0.001342,"Dry"
"255","Rhododendron_vaccinioides",5.649604,0.007004,5e-05,6.956531,0.181206,0.049796,7.029312,0.06419,0.010724,9.130892,0.138267,0.041941,"Dry"
"256","Rhododendron_vernicosum",5.644804,0.003177,6e-06,6.365278,0.077402,0.006224,7.023942,0.030234,0.00134,8.890958,0.047373,0.005243,"Dry"
"257","Rhododendron_wardii",5.64147,0.003863,1.7e-05,6.493679,0.132658,0.016599,6.999719,0.040667,0.003575,8.932639,0.066597,0.01398,"Dry"
"258","Rhododendron_williamsianum",5.654303,0.01065,6.6e-05,6.846125,0.488474,0.066394,6.907618,0.09973,0.014298,9.155742,0.191337,0.055921,"Dry"
"259","Rhododendron_xanthostephanum",5.643964,0.010241,5e-05,6.755686,0.381171,0.049796,6.911131,0.154135,0.010724,9.320331,0.124076,0.041941,"Dry"
"260","Rhododendron_yunnanense",5.651454,0.002883,8e-06,6.520842,0.101164,0.007661,7.056021,0.02692,0.00165,8.958683,0.049933,0.006452,"Dry"
"261","Rhododendron_zaleucum",5.658563,0.009765,9.9e-05,7.305362,0.031575,0.099591,7.078932,0.152355,0.021447,9.374393,0.100233,0.083882,"Dry"
"262","Rhodothamnus_chamaecistus",5.624361,0.005624,2.8e-05,7.037618,0.125433,0.028455,6.638081,0.054324,0.006128,9.664317,0.164329,0.023966,"Dry"
"263","Richea_acerosa",5.634432,0.000179,9.9e-05,7.185086,0.116062,0.099591,6.787224,0.010717,0.021447,9.603029,0.270205,0.083882,"Dry"
"264","Richea_alpina",5.639244,NA,0.000198,7.577122,NA,0.199182,6.826545,NA,0.042895,10.027694,NA,0.167764,"Dry"
"265","Richea_continentis",5.637052,0.001379,2.8e-05,7.195658,0.084832,0.028455,7.01097,0.021604,0.006128,9.507109,0.06753,0.023966,"Dry"
"266","Richea_gunnii",5.634665,0.001508,3.3e-05,7.332427,0.114381,0.033197,6.789408,0.025343,0.007149,9.793408,0.16939,0.027961,"Dry"
"267","Richea_milliganii",5.642345,0.001861,5e-05,7.717821,0.087542,0.049796,6.850211,0.028744,0.010724,10.122926,0.080698,0.041941,"Dry"
"268","Richea_pandanifolia",5.637243,0.005403,5e-05,7.470636,0.077109,0.049796,6.795398,0.060544,0.010724,9.952379,0.09706,0.041941,"Dry"
"269","Richea_procera",5.638591,0.002478,4e-05,7.051929,0.21195,0.039836,6.873746,0.034269,0.008579,9.50319,0.167173,0.033553,"Dry"
"270","Richea_scoparia",5.639824,0.003105,2.8e-05,7.354676,0.187633,0.028455,6.849683,0.03934,0.006128,9.715913,0.219658,0.023966,"Dry"
"271","Richea_sprengelioides",5.635554,0.001862,3.3e-05,7.347132,0.176882,0.033197,6.799256,0.03218,0.007149,9.837649,0.151589,0.027961,"Dry"
"272","Richea_victoriana",5.641375,NA,0.000198,7.269617,NA,0.199182,7.005789,NA,0.042895,9.454932,NA,0.167764,"Dry"
"273","Satyria_warszewiczii",5.682873,0.001951,4e-06,7.897861,0.056756,0.004238,7.326202,0.017121,0.000913,9.659423,0.057069,0.003569,"Fleshy"
"274","Semiramisia_speciosa",5.667629,0.002047,4e-05,7.327107,0.163293,0.039836,7.098464,0.019175,0.008579,9.330174,0.06266,0.033553,"Fleshy"
"275","Siphonandra_elliptica",5.649429,0.005388,1.7e-05,7.288034,0.110721,0.016599,7.187757,0.033566,0.003575,8.914383,0.053142,0.01398,"Fleshy"
"276","Sphenotoma_dracophylloides",5.665697,0.001182,4e-05,6.288515,0.186879,0.039836,7.388757,0.034659,0.008579,8.07978,0.18853,0.033553,"Dry"
"277","Sphenotoma_drummondii",5.660701,NA,0.000198,6.705639,NA,0.199182,7.290975,NA,0.042895,8.338784,NA,0.167764,"Dry"
"278","Sphenotoma_gracilis",5.667174,0.000841,3.3e-05,6.877759,0.062554,0.033197,7.407111,0.037857,0.007149,8.68096,0.075809,0.027961,"Dry"
"279","Sphyrospermum_buxifolium",5.679783,0.001616,3e-06,7.703625,0.055463,0.002656,7.213748,0.015989,0.000572,9.596558,0.056271,0.002237,"Fleshy"
"280","Sphyrospermum_cordifolium",5.67607,0.001554,2e-06,7.686962,0.051535,0.002316,7.207809,0.014901,0.000499,9.592784,0.044163,0.001951,"Fleshy"
"281","Sprengelia_incarnata",5.660354,0.001369,4e-06,6.867432,0.049012,0.003906,7.205921,0.024152,0.000858,8.875208,0.058084,0.003355,"Dry"
"282","Styphelia_adscendens",5.658455,0.000821,8e-06,6.655753,0.068267,0.007661,7.187802,0.03142,0.001865,8.702919,0.1022,0.007294,"Fleshy"
"283","Styphelia_exarrhena",5.66361,0.000649,2.5e-05,6.395378,0.072352,0.024898,7.416895,0.021525,0.006128,8.190813,0.110898,0.023966,"Fleshy"
"284","Styphelia_hainesii",5.673345,9e-04,2.8e-05,5.708496,0.108173,0.028455,7.68678,0.035982,0.008579,7.080504,0.097119,0.033553,"Fleshy"
"285","Styphelia_laeta",5.674525,NA,0.000198,6.986566,NA,0.199182,NA,NA,Inf,NA,NA,Inf,"Fleshy"
"286","Styphelia_longifolia",5.674525,NA,0.000198,7.065613,NA,0.199182,7.358831,NA,0.042895,9.021477,NA,0.167764,"Fleshy"
"287","Styphelia_tubiflora",5.654205,0.000931,4e-05,6.964025,0.088056,0.039836,7.218996,0.021523,0.008579,8.968722,0.139809,0.033553,"Fleshy"
"288","Styphelia_viridis",5.671613,0.002039,8e-06,6.781186,0.076128,0.008299,7.432379,0.024463,0.001865,8.569651,0.081253,0.007294,"Fleshy"
"289","Tepuia_cardonae",5.665908,NA,0.000198,8.236421,NA,0.199182,7.336286,NA,0.042895,9.619465,NA,0.167764,"Fleshy"
"290","Tepuia_venusta",5.676493,0.013359,9.9e-05,7.892404,0.125563,0.099591,7.362955,0.035831,0.021447,9.550057,0.046973,0.083882,"Fleshy"
"291","Themistoclesia_costaricensis",5.673596,0.003603,2.2e-05,8.125368,0.102373,0.022131,7.199376,0.045177,0.004766,9.915197,0.096179,0.01864,"Fleshy"
"292","Themistoclesia_epiphytica",5.647707,0.002065,1.2e-05,7.62317,0.078191,0.011717,6.976349,0.027143,0.002523,9.649691,0.069166,0.009868,"Fleshy"
"293","Thibaudia_floribunda",5.660272,0.00248,6e-06,7.475188,0.066159,0.006425,7.076131,0.020415,0.001384,9.446232,0.059159,0.005412,"Fleshy"
"294","Thibaudia_litensis",5.684593,0.003568,9.9e-05,7.692577,0.112898,0.099591,7.049011,0.075467,0.021447,9.700089,0.021997,0.083882,"Fleshy"
"295","Trochocarpa_laurina",5.670959,0.002108,1e-05,7.160449,0.054599,0.009959,7.363,0.021523,0.002383,9.010368,0.060276,0.00932,"Fleshy"
"296","Vaccinium_bracteatum",5.674243,0.000902,1e-06,7.329581,0.030488,0.001328,7.145846,0.008987,0.000298,9.414695,0.025884,0.001165,"Fleshy"
"297","Vaccinium_calycinum",5.673489,0.002092,5e-05,7.524236,0.234663,0.049796,7.245962,0.050696,0.010724,9.434779,0.186506,0.041941,"Fleshy"
"298","Vaccinium_consanguineum",5.643842,0.003742,6.6e-05,8.13084,0.08991,0.066394,6.966624,0.025549,0.014298,9.939624,0.020909,0.055921,"Fleshy"
"299","Vaccinium_meridionale",5.655322,0.003969,1.7e-05,7.448844,0.098932,0.016599,7.15571,0.02318,0.003575,9.290849,0.090431,0.01398,"Fleshy"
"300","Vaccinium_reticulatum",5.665034,0.003985,9.9e-05,7.647424,0.193283,0.099591,7.161212,0.039959,0.021447,9.63882,0.121951,0.083882,"Fleshy"
"301","Zenobia_pulverulenta",5.671114,0.001317,2e-05,7.139332,0.024441,0.019918,7.30593,0.018087,0.004289,9.040021,0.019477,0.016776,"Dry"
